patentNumber,title,USPC #,company,companyState,patentIssueDate,applicationFilingDate
10169180,['REPLICATING TEST CODE AND TEST DATA INTO A CACHE WITH NON-NATURALLY ALIGNED DATA BOUNDARIES'],714,International Business Machines Corporation,NY,2019-01-01,2016-05-11
10166599,['Coated Casting Cores and Manufacture Methods'],164,UNITED TECHNOLOGIES CORPORATION,CT,2019-01-01,2016-05-12
10169328,['POST-PROCESSING FOR IDENTIFYING NONSENSE PASSAGES IN A QUESTION ANSWERING SYSTEM'],715,International Business Machines Corporation,NY,2019-01-01,2016-05-12
10168843,['SYSTEM AND METHOD FOR DETERMINING USER INPUT FROM OCCLUDED OBJECTS'],345,Synaptics Incorporated,CA,2019-01-01,2016-05-12
10169436,['DATA STANDARDIZATION AND VALIDATION ACROSS DIFFERENT DATA SYSTEMS'],707,International Business Machines Corporation,NY,2019-01-01,2016-05-12
10165732,"['AERIAL FLUID APPLICATION TECHNOLOGY FOR ORCHARDS, VINEYARDS AND THE LIKE']",239,N/A,N/A,2019-01-01,2016-05-12
10167766,['REVERSE FIN COOLING FAN'],123,Briggs & Stratton Corporation,WI,2019-01-01,2016-05-12
10168844,['FLEXIBLE DISPLAY DEVICE'],345,"Samsung Display Co., Ltd.",,2019-01-01,2016-05-12
10167462,['MODIFIED EL188 ENDOLYSIN SEQUENCE'],424,LYSANDO AG,,2019-01-01,2016-05-13
10168244,['GASEOUS FUEL MONITORING FOR WELLSITE PUMPS'],374,"HALLIBURTON ENERGY SERVICES, INC.",TX,2019-01-01,2016-05-13
10170185,['HYBRID MEMORY AND MTJ BASED MRAM BIT-CELL AND ARRAY'],365,INTEL CORPORATION,CA,2019-01-01,2016-05-13
10167582,['BRAIDED FILAMENT WITH PARTICULARIZED STRAND COMPOSITIONS AND METHODS OF MANUFACTURING AND USING SAME'],087,Stryker Corporation,MI,2019-01-01,2016-05-13
10166861,['FUEL TANK STRUCTURE'],137,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2016-05-13
10171136,['REDUCING INTERNAL SIGNALING BURDEN IN THE DISTRIBUTED ANTENNA SYSTEM'],455,LG ELECTRONICS INC.,,2019-01-01,2016-05-13
10172112,['CORE NETWORK NODE AND METHOD - TIME COORDINATED CELLS FOR EXTENDED DISCONTINUOUS RECEIVE (EDRX)'],370,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),,2019-01-01,2016-05-13
10172183,['RADIO ACCESS NETWORK NODE AND METHOD - TIME COORDINATED CELLS FOR EXTENDED DISCONTINUOUS RECEIVE (EDRX)'],370,TELEFONAKTIEBOLAGET LM ERICSSION (PUBL),,2019-01-01,2016-05-13
10169608,['DYNAMIC MANAGEMENT OF DATA WITH CONTEXT-BASED PROCESSING'],726,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2016-05-13
10168510,"['IMAGING OPTICAL SYSTEM HAVING SPECIFIED RELATIONSHIP BETWEEN FOCAL LENGTH, ABBE NUMBER, AND PARTIAL DISPERSION RATIO, AND IMAGING APPARATUS HAVING THE SAME']",359,CANON KABUSHIKI KAISHA,,2019-01-01,2016-05-13
D837415,['FLOOR SURFACE UNDERLAYMENT'],D25,Decora S.A.,,2019-01-01,2016-05-13
D837416,['FLOOR SURFACE UNDERLAYMENT'],D25,Decora S.A.,,2019-01-01,2016-05-13
D837295,['FILE FOLDER'],D19,"IdeaStream Consumer Products, LLC",OH,2019-01-01,2016-05-13
10167567,['HIGH RESISTANCE VIRTUAL ANODE FOR ELECTROPLATING CELL'],205,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",,2019-01-01,2016-05-14
10167714,['PIEZORESISTIVE CEMENT NANOCOMPOSITES'],166,SCHLUMBERGER TECHNOLOGY CORPORATION,TX,2019-01-01,2016-05-16
10166364,['SYSTEMS AND METHODS FOR IMPROVING CATHETER HOLE ARRAY EFFICIENCY'],604,"Becton, Dickinson and Company",NJ,2019-01-01,2016-05-16
10170262,"['MICRO-ELECTRO-MECHANICAL SYSTEM (MEMS) AND RELATED ACTUATOR BUMPS, METHODS OF MANUFACTURE AND DESIGN STRUCTURES']",310,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-05-16
10170839,['CIRCULARLY POLARIZED PLANAR APERTURE ANTENNA WITH HIGH GAIN AND WIDE BANDWIDTH FOR MILLIMETER-WAVE APPLICATION'],343,City University of Hong Kong,,2019-01-01,2016-05-16
10167003,['AUTOMATED RAIL INSPECTION SYSTEM'],702,voestalpine SIGNALING USA Inc.,CO,2019-01-01,2016-05-16
10170320,['FEATURE FILL WITH MULTI-STAGE NUCLEATION INHIBITION'],438,Lam Research Corporation,CA,2019-01-01,2016-05-16
10172165,['METHOD FOR CONFIGURING A MAC PDU FOR D2D COMMUNICATION SYSTEM AND DEVICE THEREFOR'],370,LG ELECTRONICS INC.,,2019-01-01,2016-05-17
10170409,['PACKAGE ON PACKAGE ARCHITECTURE AND METHOD FOR MAKING'],257,N/A,N/A,2019-01-01,2016-05-17
10168442,['DIFFERENTIAL ENERGY ANALYSIS FOR DIPOLE ACOUSTIC MEASUREMENT'],367,Schlumberger Technology Corporation,TX,2019-01-01,2016-05-17
10171473,['CONTENT FILTERING FOR PERSONAL PRODUCTIVITY APPLICATIONS'],707,International Business Machines Corporation,NY,2019-01-01,2016-05-17
10169454,['UNSUPERVISED ONTOLOGY-BASED GRAPH EXTRACTION FROM TEXTS'],707,Xerox Corporation,CT,2019-01-01,2016-05-17
10170710,"['Organometallic Complex, Light-Emitting Element, Light-Emitting Device, Electronic Device, and Lighting Device']",428,"Semiconductor Energy Laboratory Co., Ltd.",,2019-01-01,2016-05-17
10169793,['INTELLIGENTLY DETERMINING BUYING ONLINE AND PICKING UP IN STORE BASED ON COMMUTE PATTERNS OF CONNECTIONS IN A SOCIAL NETWORK AND STORE PARAMETERS'],705,International Business Machines Corporation,NY,2019-01-01,2016-05-17
10170575,['VERTICAL TRANSISTORS WITH BURIED METAL SILICIDE BOTTOM CONTACT'],257,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-05-17
10171208,['DYNAMIC ERROR CORRECTION PROCEDURES'],714,Verizon Patent and Licensing Inc.,VA,2019-01-01,2016-05-17
10166898,"[""Traveler's Personal Arm Rest Device""]",297,N/A,N/A,2019-01-01,2016-05-17
10171361,['SERVICE-SPECIFIC PROBES IN A NATIVE LOAD BALANCER'],370,"CISCO TECHNOLOGY, INC.",CA,2019-01-01,2016-05-17
10166902,['TRAVEL SUPPORT DEVICE'],297,N/A,N/A,2019-01-01,2016-05-18
10167597,['A SNOW TILLER FOR PREPARING SKI SLOPES'],037,PRINOTH S.p.A.,,2019-01-01,2016-05-18
10169397,['SYSTEMS AND METHODS FOR REMOTE CORRECTION OF INVALID CONTACT FILE SYNTAX'],707,"Synchronoss Technologies, Inc.",NJ,2019-01-01,2016-05-18
10166969,['METHOD AND CONTROL APPARATUS FOR RECUPERATING ENERGY IN A HYBRID VEHICLE'],701,MAN TRUCK & BUS AG,,2019-01-01,2016-05-18
10167835,['Hydrostatic Drive System'],060,Linde Hydraulics GmbH & Co. KG,,2019-01-01,2016-05-18
10170620,['SUBSTANTIALLY DEFECT FREE RELAXED HETEROGENEOUS SEMICONDUCTOR FINS ON BULK SUBSTRATES'],257,International Business Machines Corporation,NY,2019-01-01,2016-05-18
10169783,['METHODS AND APPARATUSES FOR CHARGING OF ELECTRIC VEHICLES'],700,Zeco Systems Pte Ltd,,2019-01-01,2016-05-18
D837348,['AIRCRAFT LAVATORY CABINET'],D23,BOMBARDIER INC.,,2019-01-01,2016-05-18
10168870,"['SYSTEM FOR RETRIEVING, VISUALIZING AND EDITING SEMANTIC ANNOTATIONS']",707,International Business Machines Corporation,NY,2019-01-01,2016-05-19
10168099,['APPARATUS AND A METHOD FOR HEATING PLASTIC PREFORMS WITH A REMOVABLE MOVEMENT DEVICE'],264,KRONES AG,,2019-01-01,2016-05-19
10166011,['Transport System for Biopsy Device'],600,"Bard Peripheral Vascular, Inc.",AZ,2019-01-01,2016-05-19
10171235,['USER-INITIATED MIGRATION OF ENCRYPTION KEYS'],713,NXP B.V.,,2019-01-01,2016-05-19
10171507,['MICROSEGMENTATION IN HETEROGENEOUS SOFTWARE DEFINED NETWORKING ENVIRONMENTS'],726,"Cisco Technology, Inc.",CA,2019-01-01,2016-05-19
10170201,['DATA STORAGE DEVICE AND OPERATING METHOD THEREOF'],714,SK hynix Inc.,,2019-01-01,2016-05-19
10171621,['AGGREGATING SUBSCRIPTION INFORMATION AND REQUESTING CONTENT OBJECTS BASED ON AGGREGATED SUBSCRIPTION INFORMATION'],709,Verizon Patent and Licensing Inc.,VA,2019-01-01,2016-05-19
10167665,"['SPACER FOR INSULATING GLAZING UNITS, COMPRISING EXTRUDED PROFILED SEAL']",428,SAINT-GOBAIN GLASS FRANCE,,2019-01-01,2016-05-20
10168953,['DYNAMIC SCHEDULING OF DISTRIBUTED STORAGE MANAGEMENT TASKS USING PREDICTED SYSTEM CHARACTERISTICS'],711,"Nutanix, Inc.",CA,2019-01-01,2016-05-20
10168976,['DYNAMIC DISPLAY ARRANGEMENT'],345,International Business Machines Corporation,NY,2019-01-01,2016-05-20
10171350,['GENERATING PACKETS IN A REVERSE DIRECTION OF A SERVICE FUNCTION CHAIN'],370,"CISCO TECHNOLOGY, INC.",CA,2019-01-01,2016-05-20
10169595,['DETECTING MALICIOUS DATA ACCESS IN A DISTRIBUTED ENVIRONMENT'],726,International Business Machines Corporation,NY,2019-01-01,2016-05-20
10168101,['CERAMIC HEAT EXCHANGE PLATE AND AIR PRE-HEATER ASSEMBLED THEREBY'],165,CAS SUPER ENERGY TECHNOLOGY JINGJIANG LTD.,,2019-01-01,2016-05-23
10169291,['Reusable modeling for solving problems'],717,International Business Machines Corporation,NY,2019-01-01,2016-05-23
10168434,"['REFERENCE SIGNAL GENERATION DEVICE, ELECTRONIC DEVICE, MOVING OBJECT, DATA COMMUNICATION DEVICE, AND TERRESTRIAL DIGITAL COMMUNICATION NETWORK']",342,Seiko Epson Corporation,,2019-01-01,2016-05-23
10172051,['METHOD AND SYSTEM FOR OPTIMIZING SERVICE RECOVERY DURING CLOSED SUBSCRIPTION GROUP (CSG) SELECTION IN WIRELESS COMMUNICATION'],455,"Samsung Electronics Co., Ltd.",,2019-01-01,2016-05-23
10167696,['TEST PACKER AND METHOD FOR USE'],166,"WEATHERFORD TECHNOLOGY HOLDINGS, LLC",TX,2019-01-01,2016-05-23
10168520,['MICROSCOPE SYSTEM AND MICROSCOPY METHOD'],348,OLYMPUS CORPORATION,,2019-01-01,2016-05-23
10166965,['Method For Selecting A Mode Of Operation Of A Hybrid Vehicle'],701,MAN TRUCK & BUS AG,,2019-01-01,2016-05-23
10170167,['SINGLE NODE POWER MANAGEMENT FOR MULTIPLE MEMORY DEVICES'],365,"Micron Technology, Inc.",ID,2019-01-01,2016-05-23
10171622,['DYNAMIC CONTENT REORDERING FOR DELIVERY TO MOBILE DEVICES'],709,International Business Machines Corporation,NY,2019-01-01,2016-05-23
10167865,['HYDRAULIC PUMPING SYSTEM WITH ENHANCED PISTON ROD SEALING'],060,"WEATHERFORD TECHNOLOGY HOLDINGS, LLC",TX,2019-01-01,2016-05-23
10171751,['SUPERIMPOSING AN IMAGE ON AN IMAGE OF AN OBJECT BEING PHOTOGRAPHED'],348,N/A,N/A,2019-01-01,2016-05-23
D837346,['PIPE CONNECTOR'],D23,"JUNG WOO METAL IND. CO., LTD.",,2019-01-01,2016-05-23
D837095,['BUCKLE'],D11,Revision Military S.a.r.L.,,2019-01-01,2016-05-23
10166507,['Process for Hydrochloric Acid Mediation'],423,"Fuel Tech, Inc.",IL,2019-01-01,2016-05-24
10168151,['Gearbox orientation system'],033,N/A,N/A,2019-01-01,2016-05-24
10168988,['IDENTIFYING USER PREFERENCES AND CHANGING SETTINGS OF A DEVICE BASED ON NATURAL LANGUAGE PROCESSING'],704,International Business Machines Corporation,NY,2019-01-01,2016-05-24
10168321,['COMPOSITION COMPRISING UP-CONVERTING PHOSPHORS FOR DETECTING AN ANALYTE'],435,"Roche Diabetes Care, Inc.",IN,2019-01-01,2016-05-24
10166434,['EXERCISE BIKE'],482,N/A,N/A,2019-01-01,2016-05-25
10172105,['Apparatus for Receiver With Multi-Bit Observation Interval and Associated Methods'],370,Silicon Laboratories Inc.,TX,2019-01-01,2016-05-25
10169316,['METHOD AND SYSTEM TO CONVERT DOCUMENT SOURCE DATA TO XML VIA ANNOTATION'],715,International Business Machines Corporation,NY,2019-01-01,2016-05-25
10167775,['AUXILIARY MACHINE DRIVE DEVICE FOR ENGINE'],123,MAZDA MOTOR CORPORATION,,2019-01-01,2016-05-25
10172010,['ENHANCEMENTS FOR OPERATOR SPECTRUM SHARING'],370,Nokia Solutions and Networks Oy,,2019-01-01,2016-05-26
10169195,['DETECTING UNINITIALIZED MEMORY REFERENCES'],717,International Business Machines Corporation,NY,2019-01-01,2016-05-26
10167861,['INFUSION PUMP'],417,Namiki Precision Singapore Pte. Ltd.,,2019-01-01,2016-05-26
10172149,"['UPLINK RESOURCE SCHEDULING METHOD, TERMINAL AND BASE STATION']",370,SHANGHAI RESEARCH CENTER FOR WIRELESS COMMUNICATIO,,2019-01-01,2016-05-26
10168335,['RAPID AND SENSITIVE METHOD FOR DETECTION OF BIOLOGICAL TARGETS'],435,Dako Denmark A/S,,2019-01-01,2016-05-26
10166379,['SYSTEMS AND METHODS FOR OPENING OF A TISSUE BARRIER'],604,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,NY,2019-01-01,2016-05-26
10168894,['Computing Device Canvas Invocation And Dismissal'],345,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2016-05-26
D837211,['STORAGE DEVICE'],D14,"Western Digital Technologies, Inc.",CA,2019-01-01,2016-05-26
D837389,['SKIN ADHESIVE DECAL FOR USE WITH WEARABLE MEDICAL DEVICES'],D24,StayPut Medical LLC,FL,2019-01-01,2016-05-26
10167845,['Blade Flow Deflector'],416,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,2019-01-01,2016-05-27
10166171,['Acupuncture Device and Needle Wakening Method'],606,"BOE Technology Group Co., Ltd.",,2019-01-01,2016-05-27
10172215,['LED LAMP WITH REFRACTING OPTIC ELEMENT'],362,"Cree, Inc.",NC,2019-01-01,2016-05-27
10171440,['METHOD AND APPARATUS FOR MANAGING ENCRYPTION KEYS FOR CLOUD SERVICE'],713,"SAMSUNG SDS CO., LTD.",,2019-01-01,2016-05-27
10169668,['DRIVING ASSISTANCE APPARATUS AND DRIVING ASSISTANCE METHOD'],348,DENSO CORPORATION,,2019-01-01,2016-05-27
10169669,['DRIVING ASSISTANCE APPARATUS AND DRIVING ASSISTANCE METHOD'],348,DENSO CORPORATION,,2019-01-01,2016-05-27
10165770,['ADAPTABLE HUNTING BLIND AND METHOD OF USE'],135,"Blind Disguise Outdoors, LLC",MS,2019-01-01,2016-05-27
10165867,['Pocketed Spring Assembly Comprising Perimeter Strings of Springs Having Rectangular Convolutions'],005,L&P Property Management Company,CA,2019-01-01,2016-05-27
10167690,['CUTTER ASSEMBLY FOR CUTTING A TUBULAR'],166,"Weatherford Technology Holdings, LLC",TX,2019-01-01,2016-05-27
10170843,['PARABOLIC DEPLOYABLE ANTENNA'],343,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,2019-01-01,2016-05-27
10171520,['SEAMLESSLY CONFERENCING A PREVIOUSLY-CONNECTED TELEPHONE CALL'],379,International Business Machines Corporation,NY,2019-01-01,2016-05-29
10167428,['METHODS FOR BIOMASS TORREFACTION WITH CARBON DIOXIDE CAPTURE'],201,Central Michigan University,MI,2019-01-01,2016-05-30
10168401,['RADIO- FREQUENCY COIL ASSEMBLY FOR MAGNETIC RESONANCE IMAGING'],324,"SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.",,2019-01-01,2016-05-30
10167121,['Container Closure'],220,MAYODERBY LIMITED,,2019-01-01,2016-05-31
10167562,['PEROVSKITE OXIDE CATALYST FOR OXYGEN EVOLUTION REACTIONS'],502,OSAKA PREFECTURE UNIVERSITY PUBLIC CORPORATION,,2019-01-01,2016-05-31
10167957,['2 PLY W-SEAL USING DISSIMILAR MATERIALS'],415,UNITED TECHNOLOGIES CORPORATION,CT,2019-01-01,2016-05-31
10167693,['HANGER SEALING SYSTEM'],166,Cameron International Corporation,TX,2019-01-01,2016-05-31
10170385,['Semiconductor Device and Method of Forming Stacked Vias Within Interconnect Structure for FO-WLCSP'],257,STATS ChipPAC Pte. Ltd.,,2019-01-01,2016-05-31
10167646,"['POOL, METHOD OF FABRICATING A POOL, AND A POOL PANEL JUNCTION']",004,"Trojan Leisure Products, LLC",NY,2019-01-01,2016-05-31
10170794,"['ELECTROLYTE ADDITIVE FOR LITHIUM BATTERY, ELECTROLYTE FOR LITHIUM BATTERY, AND LITHIUM BATTERY INCLUDING THE ELECTROLYTE ADDITIVE']",429,"Samsung SDI Co., Ltd.",,2019-01-01,2016-05-31
10171859,"['SYSTEMS, MEDIA, AND METHODS FOR PROVIDING AN ALGORITHMICALLY SORTED WATCHLIST OR WISHLIST']",725,BLAB VENTURES LLC,TX,2019-01-01,2016-05-31
10168236,['TORQUE-MEASUREMENT DEVICE FOR A TURBOMACHINE SHAFT'],073,SNECMA,,2019-01-01,2016-06-01
10166885,['METHOD AND DEVICE FOR CONTROLLING VOLTAGE OF CATENARY SUPPLYING ELECTRIC POWER TO ROLLING STOCKS'],191,MITSUBISHI ELECTRIC CORPORATION,,2019-01-01,2016-06-01
10167499,['LUMINOPHORE-LABELED MOLECULES COUPLED WITH PARTICLES FOR MICROARRAY-BASED ASSAYS'],435,CAPITALBIO CORPORATION,,2019-01-01,2016-06-01
10169009,['PROCESSOR THAT DETECTS MEMORY ALIASING IN HARDWARE AND ASSURES CORRECT OPERATION WHEN MEMORY ALIASING OCCURS'],717,International Business Machines Corporation,NY,2019-01-01,2016-06-01
10169010,['PERFORMING REGISTER PROMOTION OPTIMIZATIONS IN A COMPUTER PROGRAM IN REGIONS WHERE MEMORY ALIASING MAY OCCUR AND EXECUTING THE COMPUTER PROGRAM ON PROCESSOR HARDWARE THAT DETECTS MEMORY ALIASING'],717,International Business Machines Corporation,NY,2019-01-01,2016-06-01
10167803,['SYSTEMS AND METHODS FOR PERFORMING PROGNOSIS OF FUEL DELIVERY'],701,GM GLOBAL TECHNOLOGY OPERATIONS LLC,MI,2019-01-01,2016-06-01
10171182,['Sending known data to support fast convergence'],375,Valens Semiconductor Ltd.,,2019-01-01,2016-06-01
10167615,['CONTROL SYSTEM FOR CONSTRUCTION MACHINERY AND CONTROL METHOD FOR CONSTRUCTION MACHINERY USING THE SAME'],060,"Doosan Infracore Co., Ltd.",,2019-01-01,2016-06-01
10168207,['SUNSCREEN EFFECTIVENESS MONITORING'],250,International Business Machines Corporation,NY,2019-01-01,2016-06-01
10167797,['CONTROL SYSTEM OF ENGINE'],123,Mazda Motor Corporation,,2019-01-01,2016-06-01
10171634,"['STATE TRANSITION METHOD AND APPARATUS BASED ON ROHC, AND STORAGE MEDIUM']",370,ZTE CORPORATION,,2019-01-01,2016-06-02
10166174,['WET WIPES FOR PERSONAL CARE'],053,"KIMBERLY-CLARK WORLDWIDE, INC.",WI,2019-01-01,2016-06-02
10170210,"['DEVICE SYSTEM FOR MILITARY AND/OR HUMANITARIAN OPERATIONS, IN PARTICULAR A MOBILE DECONTAMINATION SYSTEM']",422,Kaercher Futuretech GmbH,,2019-01-01,2016-06-02
10166646,"['POLISHING DEVICE FOR POLISHING CONCAVE LENS FACES OF OPTICAL LENSES, AND METHOD FOR OPERATION THEREOF']",451,OptoTech Optikmaschinen GmbH,,2019-01-01,2016-06-02
10168037,['SSL LIGHTING APPARATUS'],362,AUTOMATED ASSEMBLY CORPORATION,MN,2019-01-01,2016-06-02
10170818,['PLATFORM ASSEMBLIES FOR RADIO TRANSMISSION TOWERS'],182,Kenwood Telecom Corporation,GA,2019-01-01,2016-06-02
10166652,['SUBSTRATE POLISHING DEVICE AND METHOD THEREOF'],451,"KnJ Co., LTD.",,2019-01-01,2016-06-02
10166840,['AUXILIARY AIR DISTRIBUTION SYSTEM FOR USE IN A VEHICLE'],454,Mahindra Vehicle Manufacturers Limited,,2019-01-01,2016-06-02
10170816,['HIGH FREQUENCY FILTER HAVING A COAXIAL STRUCTURE'],333,Kathrein-Werke KG,,2019-01-01,2016-06-03
10172116,['MESSAGING ABSTRACTION IN A MOBILE DEVICE SERVER'],709,"AT&T INTELLECTUAL PROPERTY I, LP",GA,2019-01-01,2016-06-03
10169823,['SYSTEMS AND METHODS FOR IMPACT RESISTANT AND PHOTOVOLTAIC WINDOWS'],705,State Farm Mutual Automobile Insurance Company,IL,2019-01-01,2016-06-03
10168220,['WEARABLE INFRARED TEMPERATURE SENSING DEVICE'],374,PIXART IMAGING INC.,,2019-01-01,2016-06-03
10166734,"['Mold Apparatus, Mold System, And Method For Molding Sole Component of Article of Footwear']",264,"NIKE, Inc.",OR,2019-01-01,2016-06-03
10166399,"['Charge Balancing Circuit, Stimulator Circuit and Method for Charge Balancing']",607,Albert-Ludwigs-Universität Freiburg,,2019-01-01,2016-06-03
D837261,['DISPLAY SCREEN OR PORTION THEREOF WITH ICON'],D14,"Teleport Med, LLC",FL,2019-01-01,2016-06-03
10170057,"['METHOD AND APPARATUS FOR CONTROLLING LIQUID CRYSTAL DISPLAY BRIGHTNESS, AND LIQUID CRYSTAL DISPLAY DEVICE']",345,"HISENSE ELECTRIC CO., LTD.",,2019-01-01,2016-06-05
10170235,['REACTOR'],336,"AUTONETWORKS TECHNOLOGIES, LTD.",,2019-01-01,2016-06-06
10166552,['VALVE FOR DRAINING OFF GAS FROM A CENTRIFUGAL SEPARATOR'],494,ALFA LAVAL CORPORATE AB,,2019-01-01,2016-06-06
10166854,"['Transmission, Hybrid Drivetrain and Drivetrain for an Electric Vehicle']",475,ZF FRIEDRICHSHAFEN AG,,2019-01-01,2016-06-06
10166718,['APPARATUS FOR FABRICATING THREE-DIMENSIONAL OBJECT'],425,N/A,N/A,2019-01-01,2016-06-06
10170177,['DESIGN AND MANUFACTURE OF A TUNNEL DIODE MEMORY'],711,N/A,N/A,2019-01-01,2016-06-06
10171260,['MANAGING ROUTER ADVERTISEMENT MESSAGES TO SUPPORT ROAMING OF WIRELESS MOBILE CLIENT DEVICES'],370,"Cisco Technology, Inc.",CA,2019-01-01,2016-06-06
10166303,['RADIO-IMAGING AND RADIO-THERAPY OF CANCER USING ANTIBODIES TO HAAH'],424,Panacea Pharmaceuticals Inc.,MD,2019-01-01,2016-06-06
10169856,['LASER-ASSISTED IMAGE PROCESSING'],701,UNITED SERVICES AUTOMOBILE ASSOCIATION (USAA),TX,2019-01-01,2016-06-06
D837094,['PLANTER PACKAGE'],D11,"ATT Southern, Inc.",PA,2019-01-01,2016-06-06
10171449,['ACCOUNT LOGIN METHOD AND DEVICE'],726,TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,,2019-01-01,2016-06-07
10171169,['SOFTWARE PROGRAMMABLE FLEXIBLE AND DYNAMIC OPTICAL TRANSCEIVERS'],398,Ciena Corporation,MD,2019-01-01,2016-06-07
10167386,['ACRYLIC POLYVINYL ACETAL FILMS & COMPOSITION'],428,3M INNOVATIVE PROPERTIES COMPANY,MN,2019-01-01,2016-06-07
10170749,['ALKALI METAL BATTERY HAVING AN INTEGRAL 3D GRAPHENE-CARBON-METAL HYBRID FOAM-BASED ELECTRODE'],429,"Nanotek Instruments, Inc.",OH,2019-01-01,2016-06-07
10169554,"['WORK SUPPORT SYSTEM, WORK SUPPORT METHOD AND COMPUTER-READABLE RECORDING MEDIUM']",345,"CASIO COMPUTER CO., LTD.",,2019-01-01,2016-06-07
10169794,['Digital Assistant for Vehicle Related Activities'],705,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2016-06-07
10165843,['HAND HELD APPLIANCE'],034,DYSON TECHNOLOGY LIMITED,,2019-01-01,2016-06-08
10166833,['ACTIVELY ADJUSTABLE WHEEL SUSPENSION FOR THE WHEELS OF AN AXLE OF A MOTOR VEHICLE'],280,AUDI AG,,2019-01-01,2016-06-08
10168117,['FIBER WINDING SYSTEM FOR COMPOSITE PROJECTILE BARREL STRUCTURE'],089,"PROOF RESEARCH, INC.",MT,2019-01-01,2016-06-08
10166571,['REFINING METHOD FOR MICROSTRUCTURE'],427,"LG Display Co., Ltd.",,2019-01-01,2016-06-08
10166090,['DEVICE FOR DETECTING THE THREE-DIMENSIONAL GEOMETRY OF OBJECTS AND METHOD FOR THE OPERATION THEREOF'],433,a.tron3d GmbH,,2019-01-01,2016-06-08
10168043,['LIGHT-EMITTING ACCESSORY HAVING A LIGHT GUIDE BODY WITH AN INCLINED PORTION'],362,"HAYASHI TELEMPU CO., LTD",,2019-01-01,2016-06-08
10172231,['Methods and Apparatus for Reducing RF Crossover Coupling'],333,pSemi Corporation,CA,2019-01-01,2016-06-08
10166676,['KINESTHETIC TEACHING OF GRASP PARAMETERS FOR GRASPING OF OBJECTS BY A GRASPING END EFFECTOR OF A ROBOT'],700,X DEVELOPMENT LLC,CA,2019-01-01,2016-06-08
D837110,['Truck Hood'],D12,"International Truck Intellectual Property Company,",IL,2019-01-01,2016-06-08
10167936,['CVT TRANSMISSION'],475,SCHAEFFLER TECHNOLOGIES AG & CO. KG,,2019-01-01,2016-06-09
10171365,['TURBOLINK: METHOD AND APPARATUS FOR CONTROLLING LNPUT/OUTPUT SIGNALING SPEED'],370,International Business Machines Corporation,NY,2019-01-01,2016-06-09
10168056,['DESICCANT AIR CONDITIONING METHODS AND SYSTEMS USING EVAPORATIVE CHILLER'],062,"7AC Technologies, Inc.",MA,2019-01-01,2016-06-09
10171062,['VARIABLE-FREQUENCY FILTER'],333,"Murata Manufacturing Co., Ltd.",,2019-01-01,2016-06-09
10165896,['METHOD AND AN APPARATUS FOR PROCESSING FOODSTUFF'],426,SensAbility Pty Ltd,,2019-01-01,2016-06-09
10167073,['MULTI-PIECE BEZEL FOR ELECTRO-OPTIC WINDOW ASSEMBLY'],052,Gentex Corporation,MI,2019-01-01,2016-06-09
10167862,['REMOVABLE SHIM CLIP FOR ADJUSTABLE PISTON PUMP'],092,Graco Minnesota Inc.,MN,2019-01-01,2016-06-09
10166894,['SEATBACK COMFORT CARRIER'],297,"Ford Global Technologies, LLC",MI,2019-01-01,2016-06-09
10166185,['Excipient and Oral Solid Dosage Forms for Oily Drugs'],424,J. Rettenmaier & Söhne GmbH + Co KG,,2019-01-01,2016-06-09
10171495,['DETECTION OF MODIFIED REQUESTS'],726,"Amazon Technologies, Inc.",NV,2019-01-01,2016-06-09
10166808,['OPTICALLY VARIABLE SECURITY THREADS AND STRIPES'],283,SICPA HOLDING SA,,2019-01-01,2016-06-10
10167258,['INHIBITORS OF MITOCHONDRIAL PYRUVATE DEHYDROGENASE KINASE ISOFORMS 1-4 AND USES THEREOF'],548,THE BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SY,TX,2019-01-01,2016-06-10
10167448,"['PHARMACEUTICAL COMPOSITION FOR TREATING CEREBROVASCULAR DISEASES, CONTAINING STEM CELL-DERIVED EXOSOME AS ACTIVE INGREDIENT']",435,SAMSUNG LIFE PUBLIC WELFARE FOUNDATION,,2019-01-01,2016-06-10
